"Name","Live Bytes","Live Objects"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$266.1109969884","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$304.1417975448","16 B (0%)","1 (0%)"
"java.io.WinNTFileSystem","32 B (0%)","1 (0%)"
"com.tvd12.properties.file.annotation.PropertyAnnotations$$Lambda$198.38544126","16 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectUnwrapper$EzyAutoImpl$151","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectUnwrapper$EzyAutoImpl$139","16 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectUnwrapper$EzyAutoImpl$66","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$364.235661383","16 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectUnwrapper$EzyAutoImpl$58","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectUnwrapper$EzyAutoImpl$77","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectUnwrapper$EzyAutoImpl$122","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.wrapper.impl.EzyZoneUserManagerImpl","72 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.setting.EzySimpleAppsSetting","24 B (0%)","1 (0%)"
"java.util.Collections$EmptySet","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectUnwrapper$EzyAutoImpl$169","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.nio.socket.EzyNioSocketAcceptor","40 B (0%)","1 (0%)"
"org.QTS.app.handler.tcpPlayerSpawnHandler$EzyObjectUnwrapper$EzyAutoImpl$59","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyLocalDateTimeReader","16 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectUnwrapper$EzyAutoImpl$28","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.util.EzyCollectionFactory$$Lambda$119.1944702768","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$251.636096921","16 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectReader$EzyAutoImpl$31","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectReader$EzyAutoImpl$62","16 B (0%)","1 (0%)"
"java.lang.management.LockInfo[]","16 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectReader$EzyAutoImpl$170","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectWriter$EzyAutoImpl$114","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$ConnectionHandler$$Lambda$408.1770555884","16 B (0%)","1 (0%)"
"org.QTS.app.handler.tcpPlayerSpawnHandler$EzyObjectUnwrapper$EzyAutoImpl$44","16 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectReader$EzyAutoImpl$155","16 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectUnwrapper$EzyAutoImpl$81","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectUnwrapper$EzyAutoImpl$137","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectReader$EzyAutoImpl$6","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectUnwrapper$EzyAutoImpl$92","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.EzySimplePlugin","32 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.socket.EzySessionTicketsRequestQueues","24 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectReader$EzyAutoImpl$11","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.util.EzyReturner$$Lambda$234.1676978471","16 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectUnwrapper$EzyAutoImpl$83","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$166.347978868","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectReader$EzyAutoImpl$77","16 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.action.StatusListenerAction","40 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectUnwrapper$EzyAutoImpl$154","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.bean.supplier.EzySetSupplier","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectWriter$EzyAutoImpl$103","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.app.EzyAppRequestController$$Lambda$7.2007331442","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$287.1372813783","16 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectUnwrapper$EzyAutoImpl$141","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$23","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$24","16 B (0%)","1 (0%)"
"org.QTS.app.controller.SpawnPlayerInRoom","16 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.action.DefinePropertyAction","48 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.api.EzyProxyStreamingApi","24 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$25","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$26","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectUnwrapper$EzyAutoImpl$109","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.constant.EzyMaxRequestPerSecondAction[]","24 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$20","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$21","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$22","16 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectUnwrapper$EzyAutoImpl$96","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$360.450693850","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$27","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$28","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$29","16 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectWriter$EzyAutoImpl$110","16 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectReader$EzyAutoImpl$36","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$161.575935098","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$280.877678131","16 B (0%)","1 (0%)"
"java.lang.Exception","32 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$33","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.bean.supplier.EzyLinkedListSupplier","16 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectWriter$EzyAutoImpl$121","16 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectReader$EzyAutoImpl$21","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.bean.supplier.EzyMapSupplier","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectReader$EzyAutoImpl$17","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectUnwrapper$EzyAutoImpl$124","16 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectWriter$EzyAutoImpl$7","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$144.2113748097","16 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectUnwrapper$EzyAutoImpl$126","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.interceptor.EzyInterceptor$$Lambda$4.1728790703","16 B (0%)","1 (0%)"
"com.tvd12.reflections.util.Iterators$ArrayItr","32 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.support.controller.EzyUserRequestPluginSingletonController","48 B (0%)","1 (0%)"
"ch.qos.logback.classic.util.ContextSelectorStaticBinder","24 B (0%)","1 (0%)"
"org.QTS.app.handler.tcpPlayerSpawnHandler$EzyObjectUnwrapper$EzyAutoImpl$89","16 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectUnwrapper$EzyAutoImpl$111","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.security.EzyAesCrypt","24 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$12","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$13","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$14","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$15","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.joran.action.RootLoggerAction","32 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$10","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$11","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$298.437981851","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$16","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$17","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$18","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$19","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectReader$EzyAutoImpl$32","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.EzyLoader$$Lambda$3.133250414","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$77.1024597427","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyDefaultReader","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.function.EzyFunctions$$Lambda$400.1857834903","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectReader$EzyAutoImpl$124","16 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectReader$EzyAutoImpl$81","16 B (0%)","1 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectReader$EzyAutoImpl$86","16 B (0%)","1 (0%)"
"java.util.zip.ZipFile$1","16 B (0%)","1 (0%)"
"sun.rmi.transport.proxy.RMIMasterSocketFactory","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$18.632587706","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectReader$EzyAutoImpl$139","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyPrimitiveCharArrayReader","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$267.1436264329","16 B (0%)","1 (0%)"
"com.sun.beans.util.Cache$Kind$2","24 B (0%)","1 (0%)"
"com.sun.beans.util.Cache$Kind$3","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$356.133351530","16 B (0%)","1 (0%)"
"com.sun.beans.util.Cache$Kind$1","24 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectUnwrapper$EzyAutoImpl$23","16 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectReader$EzyAutoImpl$66","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectReader$EzyAutoImpl$71","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.ObjectTypeAdapter$1","16 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectWriter$EzyAutoImpl$83","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.PatternLayout","64 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectReader$EzyAutoImpl$109","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.util.EzyRoundRobin","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.pattern.MessageConverter","32 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.nio.factory.EzyNioSessionFactory","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$274.548657808","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$186.530539368","16 B (0%)","1 (0%)"
"java.util.logging.LoggingProxyImpl","16 B (0%)","1 (0%)"
"java.util.logging.LogManager$SystemLoggerContext","32 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectReader$EzyAutoImpl$51","16 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.Constants$ArrayEnumeration","24 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectWriter$EzyAutoImpl$94","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.factory.EzySimpleEntityCreator$$Lambda$247.1237135488","16 B (0%)","1 (0%)"
"sun.security.provider.PolicyFile","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$323.891183203","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.support.controller.EzyUserRequestPluginPrototypeController","32 B (0%)","1 (0%)"
"sun.management.jmxremote.LocalRMIServerSocketFactory$1","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$51.846947180","16 B (0%)","1 (0%)"
"com.sun.jmx.remote.security.SubjectDelegator","16 B (0%)","1 (0%)"
"java.lang.management.MemoryManagerMXBean[]","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$256.879389413","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectWriter$EzyAutoImpl$35","16 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property[]","24 B (0%)","1 (0%)"
"ch.qos.logback.classic.pattern.LineSeparatorConverter","32 B (0%)","1 (0%)"
"org.QTS.app.handler.BroadcastMessageHandler$EzyObjectReader$EzyAutoImpl$55","16 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyObjectReader$EzyAutoImpl$153","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectReader$EzyAutoImpl$135","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$14.274722023","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.handler.EzySimpleRequestFactory$$Lambda$244.408457428","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$160.1571798597","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyCharacterReader","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$271.1733593267","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectWriter$EzyAutoImpl$24","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$366.782697986","16 B (0%)","1 (0%)"
"javassist.ClassPathList","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$284.1280798772","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPConnection","56 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$388.1155636693","16 B (0%)","1 (0%)"
"javax.management.MBeanConstructorInfo","32 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyObjectReader$EzyAutoImpl$168","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.pattern.DateConverter","48 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.event.BodyEvent","32 B (0%)","1 (0%)"
"javassist.ClassPoolTail","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.pattern.LoggerConverter","40 B (0%)","1 (0%)"
"java.util.Spliterators$EmptySpliterator$OfRef","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySingletonOutputTransformer","24 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectReader$EzyAutoImpl$120","16 B (0%)","1 (0%)"
"org.graalvm.visualvm.lib.jfluid.server.InstrumentConstructorTest$TestClassLoader","72 B (0%)","1 (0%)"
"sun.management.jmxremote.ConnectorBootstrap$PermanentExporter","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.socket.EzyBlockingSocketUserRemovalQueue","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.entity.EzyEmptyArray","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectWriter$EzyAutoImpl$13","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$50.1790421142","16 B (0%)","1 (0%)"
"sun.util.resources.LocaleData$LocaleDataResourceBundleControl","16 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectUnwrapper$EzyAutoImpl$8","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectReader$EzyAutoImpl$150","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$389.66791458","16 B (0%)","1 (0%)"
"org.QTS.app.handler.BroadcastMessageHandler$EzyObjectReader$EzyAutoImpl$70","16 B (0%)","1 (0%)"
"ch.qos.logback.core.helpers.CyclicBuffer","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.util.EzyHashMapSet","48 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MXBeanIntrospector","16 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.action.ShutdownHookAction","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.EzySimpleMessageDataEncoder","16 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectWriter$EzyAutoImpl$19","16 B (0%)","1 (0%)"
"sun.nio.fs.WindowsFileSystemProvider","16 B (0%)","1 (0%)"
"java.util.PropertyPermissionCollection","24 B (0%)","1 (0%)"
"java.util.logging.LoggingPermission","24 B (0%)","1 (0%)"
"sun.reflect.misc.MethodUtil","80 B (0%)","1 (0%)"
"org.QTS.app.handler.BroadcastMessageHandler$EzyObjectReader$EzyAutoImpl$85","16 B (0%)","1 (0%)"
"com.google.gson.LongSerializationPolicy$1","24 B (0%)","1 (0%)"
"com.google.gson.LongSerializationPolicy$2","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer","48 B (0%)","1 (0%)"
"RoomSystemRequestController$RoomRequestHandle$Handler$AutoImpl$23","24 B (0%)","1 (0%)"
"RoomSystemRequestController$RoomRequestHandle$Handler$AutoImpl$27","24 B (0%)","1 (0%)"
"java.util.logging.LogManager","56 B (0%)","1 (0%)"
"com.google.gson.internal.bind.NumberTypeAdapter","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectWriter$EzyAutoImpl$79","16 B (0%)","1 (0%)"
"com.google.gson.ToNumberPolicy[]","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$153.983595261","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.codec.EzySimpleCodecFactory","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.bean.impl.EzyBeanKey$$Lambda$214.800735172","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.bean.impl.EzySimpleBeanContext$Builder$$Lambda$196.26970580","16 B (0%)","1 (0%)"
"org.QTS.app.handler.BroadcastMessageHandler$EzyObjectReader$EzyAutoImpl$10","16 B (0%)","1 (0%)"
"RoomSystemRequestController$RoomRequestHandle$Handler$AutoImpl$13","24 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.util.ConfigurationWatchListUtil","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.selector.DefaultContextSelector","16 B (0%)","1 (0%)"
"java.util.jar.JavaUtilJarAccessImpl","16 B (0%)","1 (0%)"
"java.lang.ProcessEnvironment$NameComparator","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectWriter$EzyAutoImpl$68","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.controller.EzyAccessAppController","16 B (0%)","1 (0%)"
"java.lang.reflect.WeakCache","32 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.interceptor.EzyRawBytesInterceptor","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$263.1847685494","16 B (0%)","1 (0%)"
"org.QTS.app.handler.BroadcastMessageHandler$EzyObjectReader$EzyAutoImpl$25","16 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.action.IncludeAction","32 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyObjectReader$EzyAutoImpl$123","16 B (0%)","1 (0%)"
"RoomSystemRequestController$RoomRequestHandle$Handler$AutoImpl$10","24 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectReader$EzyAutoImpl$165","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectWriter$EzyAutoImpl$57","16 B (0%)","1 (0%)"
"sun.misc.JavaSecurityProtectionDomainAccess$ProtectionDomainCache[]","24 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.constant.EzyTransportType[]","32 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyObjectReader$EzyAutoImpl$138","16 B (0%)","1 (0%)"
"java.util.Spliterators$EmptySpliterator$OfInt","16 B (0%)","1 (0%)"
"FriendRequestController$Rpc_Friend$Handler$AutoImpl$5","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyTreeMapReader","16 B (0%)","1 (0%)"
"java.lang.Short[]","1,040 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$315.414170333","16 B (0%)","1 (0%)"
"java.lang.Runnable[]","56 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$162.1367937032","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectWriter$EzyAutoImpl$46","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$35.1077199500","16 B (0%)","1 (0%)"
"org.slf4j.helpers.SubstituteLoggerFactory","24 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.api.EzyEmptyResponseApi","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$316.1427652660","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$335.282138953","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$351.1495572068","16 B (0%)","1 (0%)"
"org.QTS.app.handler.BroadcastMessageHandler$EzyObjectReader$EzyAutoImpl$40","16 B (0%)","1 (0%)"
"RoomSystemRequestController$RoomRequestHandle$Handler$AutoImpl$67","24 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectUnwrapper$EzyAutoImpl$121","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$181.596910004","16 B (0%)","1 (0%)"
"CommonRequestController$SyncPlayerPosition$Handler$AutoImpl$37","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$26.556529265","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.wrapper.impl.EzyServerControllersImpl","32 B (0%)","1 (0%)"
"java.security.cert.Certificate[]","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$97.1819776360","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyUuidReader","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.setting.EzySimpleUdpSetting","40 B (0%)","1 (0%)"
"RoomSystemRequestController$RoomRequestHandle$Handler$AutoImpl$60","24 B (0%)","1 (0%)"
"CommonRequestController$SyncPlayerPosition$Handler$AutoImpl$43","24 B (0%)","1 (0%)"
"java.text.DontCareFieldPosition$1","16 B (0%)","1 (0%)"
"CommonRequestController$SyncPlayerPosition$Handler$AutoImpl$24","24 B (0%)","1 (0%)"
"java.util.jar.JarVerifier$3","16 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.spi.Interpreter","48 B (0%)","1 (0%)"
"org.graalvm.visualvm.lib.jfluid.server.EventBufferManager","40 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.socket.EzyBlockingSocketStreamQueue","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.bean.impl.EzySimpleBeanContext$Builder$$Lambda$195.1124162665","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$391.576501579","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$180.502848122","16 B (0%)","1 (0%)"
"CommonRequestController$SyncPlayerPosition$Handler$AutoImpl$32","24 B (0%)","1 (0%)"
"RoomSystemRequestController$RoomRequestHandle$Handler$AutoImpl$51","24 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.statistics.EzySimpleStatistics","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$302.1707076417","16 B (0%)","1 (0%)"
"java.security.ProtectionDomain$1","16 B (0%)","1 (0%)"
"CommonRequestController$SyncPlayerPosition$Handler$AutoImpl$57","24 B (0%)","1 (0%)"
"RoomSystemRequestController$RoomRequestHandle$Handler$AutoImpl$45","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$173.616674002","16 B (0%)","1 (0%)"
"java.security.ProtectionDomain$3","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$371.674949491","16 B (0%)","1 (0%)"
"java.lang.Double","24 B (0%)","1 (0%)"
"java.lang.invoke.MethodType$ConcurrentWeakInternSet","24 B (0%)","1 (0%)"
"sun.util.locale.provider.CurrencyNameProviderImpl","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$172.1041109062","16 B (0%)","1 (0%)"
